household_size,has_ac,season_hot,season_rainy,weekend_ratio,energy_consumption_kwh
5,1,0,1,0.26666666666666666,17.9
2,1,0,1,0.25806451612903225,6.1
1,0,1,0,0.2903225806451613,5.3
4,1,0,0,0.3333333333333333,16.3
2,0,0,0,0.25806451612903225,5.8
1,1,0,0,0.2857142857142857,3.4
6,0,1,0,0.3,14.4
5,1,0,1,0.25806451612903225,15.5
1,1,1,0,0.3,3.2
3,1,1,0,0.3225806451612903,10.8
1,1,0,1,0.3225806451612903,2.9
1,1,0,1,0.25806451612903225,3.7
6,1,0,0,0.2857142857142857,20.0
4,0,0,0,0.25806451612903225,8.6
1,1,0,1,0.25806451612903225,2.5
3,0,0,0,0.25806451612903225,5.1
4,0,0,1,0.26666666666666666,8.0
1,0,0,0,0.3333333333333333,3.5
6,0,1,0,0.3225806451612903,18.9
6,0,0,1,0.25806451612903225,11.5
5,0,1,0,0.3225806451612903,12.1
4,1,0,0,0.3333333333333333,11.4
6,0,0,0,0.25806451612903225,15.7
5,1,0,0,0.25806451612903225,19.9
6,0,0,1,0.25806451612903225,17.2
5,0,0,0,0.25806451612903225,10.7
6,0,1,0,0.3225806451612903,15.1
3,1,0,0,0.3333333333333333,11.1
5,1,0,1,0.3225806451612903,17.3
2,0,0,0,0.3333333333333333,4.6
1,1,0,0,0.3333333333333333,5.6
1,0,1,0,0.2903225806451613,0.5
2,1,0,0,0.25806451612903225,7.4
3,1,0,0,0.2857142857142857,11.4
6,0,0,1,0.3225806451612903,14.3
4,0,1,0,0.3225806451612903,9.9
2,1,0,0,0.2857142857142857,8.4
2,1,0,0,0.25806451612903225,7.2
6,1,0,1,0.3225806451612903,20.0
2,0,0,1,0.25806451612903225,5.4
6,1,1,0,0.3,20.0
3,1,1,0,0.26666666666666666,7.9
2,0,0,0,0.25806451612903225,4.4
6,1,1,0,0.26666666666666666,19.7
5,0,1,0,0.3,14.6
1,1,0,1,0.3225806451612903,3.1
3,1,0,0,0.25806451612903225,11.7
5,1,1,0,0.3,18.8
5,0,0,1,0.25806451612903225,13.5
6,1,1,0,0.3225806451612903,20.0
5,1,1,0,0.3,17.1
1,0,1,0,0.26666666666666666,3.6
4,1,0,1,0.3225806451612903,14.3
6,1,1,0,0.3225806451612903,20.0
4,1,0,0,0.25806451612903225,12.3
4,1,0,0,0.25806451612903225,15.8
1,1,1,0,0.26666666666666666,4.2
4,0,1,0,0.3,11.0
6,1,0,1,0.26666666666666666,19.3
5,1,1,0,0.3,20.0
2,0,1,0,0.3225806451612903,5.3
2,0,1,0,0.3225806451612903,4.4
2,1,1,0,0.3,7.9
2,0,0,1,0.25806451612903225,4.3
4,0,1,0,0.3225806451612903,9.5
5,1,0,0,0.25806451612903225,14.0
4,1,1,0,0.3225806451612903,15.5
3,1,1,0,0.3,8.6
6,0,0,1,0.25806451612903225,15.4
4,1,0,1,0.3225806451612903,15.3
1,1,0,1,0.25806451612903225,3.7
2,1,0,0,0.25806451612903225,7.2
5,1,0,0,0.25806451612903225,16.9
2,1,1,0,0.3,8.0
2,1,0,0,0.2857142857142857,8.1
1,0,0,0,0.3333333333333333,5.5
3,1,0,0,0.2857142857142857,14.7
4,1,0,0,0.2857142857142857,11.1
3,0,1,0,0.2903225806451613,9.2
2,0,0,0,0.25806451612903225,3.5
3,0,0,1,0.25806451612903225,8.1
6,0,0,1,0.25806451612903225,18.0
6,0,0,0,0.3333333333333333,17.5
1,1,1,0,0.3225806451612903,4.0
3,0,1,0,0.26666666666666666,6.3
1,0,0,1,0.25806451612903225,1.6
3,1,1,0,0.2903225806451613,11.1
4,0,0,0,0.25806451612903225,10.1
3,0,0,1,0.25806451612903225,5.3
6,1,0,0,0.2857142857142857,20.0
2,1,0,0,0.25806451612903225,8.6
4,0,0,1,0.25806451612903225,11.6
1,1,0,1,0.26666666666666666,4.1
2,1,1,0,0.3,4.9
2,0,0,1,0.25806451612903225,2.3
6,0,1,0,0.3,16.4
6,1,0,0,0.25806451612903225,20.0
5,1,0,1,0.25806451612903225,16.0
1,0,1,0,0.3,2.8
5,1,0,0,0.25806451612903225,17.1
3,0,0,1,0.3225806451612903,8.3
5,0,0,1,0.25806451612903225,11.4
3,1,1,0,0.2903225806451613,10.9
3,0,0,0,0.25806451612903225,7.3
5,1,1,0,0.26666666666666666,17.5
1,1,0,1,0.26666666666666666,1.7
6,1,0,1,0.3225806451612903,20.0
1,1,0,0,0.25806451612903225,3.9
3,0,0,1,0.26666666666666666,6.7
5,0,1,0,0.3225806451612903,11.5
5,0,0,1,0.25806451612903225,9.8
4,0,0,1,0.25806451612903225,10.0
4,1,1,0,0.2903225806451613,14.0
1,0,0,0,0.3333333333333333,3.0
2,1,0,1,0.25806451612903225,6.5
5,1,0,1,0.26666666666666666,18.0
5,1,0,1,0.3225806451612903,18.9
1,1,0,0,0.3333333333333333,3.7
5,1,0,0,0.25806451612903225,19.8
1,1,0,0,0.25806451612903225,3.2
4,1,0,1,0.25806451612903225,18.6
4,1,0,1,0.25806451612903225,15.9
5,1,1,0,0.2903225806451613,20.0
2,0,0,1,0.26666666666666666,6.9
3,0,0,0,0.25806451612903225,6.7
6,1,0,0,0.25806451612903225,20.0
6,1,0,0,0.25806451612903225,20.0
1,0,1,0,0.2903225806451613,2.0
2,0,0,0,0.25806451612903225,6.6
1,0,0,1,0.25806451612903225,4.5
2,1,1,0,0.26666666666666666,7.4
6,0,0,1,0.3225806451612903,14.3
3,1,0,1,0.3225806451612903,8.3
5,0,0,1,0.25806451612903225,11.3
6,0,0,0,0.25806451612903225,16.3
1,1,0,0,0.3333333333333333,5.8
2,1,0,1,0.26666666666666666,8.5
5,0,0,1,0.25806451612903225,12.5
5,0,0,1,0.25806451612903225,12.4
2,0,1,0,0.3,5.7
3,0,0,0,0.25806451612903225,7.9
3,1,0,0,0.3333333333333333,10.6
2,0,1,0,0.2903225806451613,3.9
1,0,1,0,0.26666666666666666,1.1
3,1,1,0,0.26666666666666666,11.2
5,1,0,1,0.3225806451612903,16.8
4,1,0,1,0.26666666666666666,12.6
6,1,0,1,0.25806451612903225,20.0
2,1,0,1,0.26666666666666666,5.5
6,1,0,0,0.25806451612903225,20.0
6,0,0,1,0.25806451612903225,16.0
6,0,1,0,0.3,13.9
3,0,1,0,0.26666666666666666,6.0
2,0,1,0,0.3,5.0
3,1,1,0,0.3225806451612903,14.9
2,1,1,0,0.3225806451612903,6.1
4,0,1,0,0.3225806451612903,9.7
5,0,1,0,0.3,13.6
3,0,1,0,0.3,5.8
3,1,0,1,0.3225806451612903,10.7
3,0,0,0,0.25806451612903225,6.2
1,1,1,0,0.3,2.6
4,1,0,1,0.26666666666666666,13.1
6,1,1,0,0.3,20.0
5,0,0,1,0.3225806451612903,12.3
4,0,0,1,0.3225806451612903,7.4
3,0,0,0,0.25806451612903225,7.8
1,0,0,1,0.25806451612903225,1.8
6,0,1,0,0.3225806451612903,12.9
5,1,0,0,0.25806451612903225,15.2
1,1,0,1,0.25806451612903225,3.6
6,0,0,0,0.2857142857142857,13.2
2,0,1,0,0.3,4.7
1,1,1,0,0.26666666666666666,3.5
4,0,0,1,0.25806451612903225,11.9
1,1,0,0,0.25806451612903225,3.3
5,0,0,0,0.3333333333333333,14.2
4,0,0,1,0.26666666666666666,9.6
5,0,1,0,0.3,12.1
1,1,0,1,0.25806451612903225,3.2
5,1,0,1,0.3225806451612903,19.2
5,0,0,1,0.25806451612903225,14.4
2,0,1,0,0.2903225806451613,4.0
4,1,1,0,0.3225806451612903,15.4
6,0,0,1,0.25806451612903225,12.8
6,0,0,0,0.2857142857142857,17.1
4,0,0,1,0.25806451612903225,8.5
1,1,0,0,0.3333333333333333,3.3
2,0,0,0,0.25806451612903225,5.4
1,1,0,0,0.2857142857142857,2.7
2,1,0,1,0.3225806451612903,8.6
2,0,1,0,0.3,4.5
1,0,0,0,0.3333333333333333,3.4
5,0,0,1,0.26666666666666666,9.9
6,0,0,1,0.25806451612903225,16.8
3,1,1,0,0.3225806451612903,12.8
3,0,1,0,0.26666666666666666,7.2
6,1,0,0,0.3333333333333333,20.0
1,1,0,0,0.25806451612903225,3.7
4,0,0,0,0.3333333333333333,9.8
4,0,0,1,0.26666666666666666,11.4
3,1,0,1,0.25806451612903225,10.6
5,1,0,0,0.2857142857142857,16.7
2,0,0,0,0.25806451612903225,4.2
1,1,0,0,0.2857142857142857,2.1
1,1,0,1,0.25806451612903225,3.9
1,1,1,0,0.3225806451612903,3.4
5,0,1,0,0.3225806451612903,14.0
3,0,0,0,0.3333333333333333,10.0
1,1,0,0,0.3333333333333333,3.7
3,0,0,1,0.25806451612903225,7.3
1,0,0,1,0.3225806451612903,5.5
5,1,0,1,0.25806451612903225,15.6
6,0,0,0,0.25806451612903225,15.4
4,0,1,0,0.2903225806451613,11.6
5,1,0,0,0.25806451612903225,17.6
6,1,0,1,0.26666666666666666,20.0
4,0,1,0,0.3225806451612903,11.5
3,0,1,0,0.3,8.8
4,0,0,1,0.25806451612903225,8.5
4,0,1,0,0.3225806451612903,11.9
6,0,0,0,0.25806451612903225,16.4
6,0,1,0,0.2903225806451613,14.5
4,1,0,0,0.25806451612903225,16.2
4,1,1,0,0.26666666666666666,13.7
4,1,1,0,0.26666666666666666,11.8
4,1,1,0,0.2903225806451613,12.7
4,1,0,1,0.25806451612903225,13.0
5,0,0,0,0.3333333333333333,14.5
1,1,0,1,0.25806451612903225,6.1
5,1,0,1,0.3225806451612903,20.0
2,0,0,1,0.3225806451612903,4.2
1,0,0,0,0.25806451612903225,3.3
5,1,1,0,0.26666666666666666,16.8
6,1,0,1,0.26666666666666666,20.0
4,1,1,0,0.3225806451612903,16.3
4,1,0,0,0.2857142857142857,13.7
4,0,0,0,0.3333333333333333,11.1
2,0,0,1,0.25806451612903225,7.4
6,1,0,0,0.25806451612903225,20.0
6,1,1,0,0.26666666666666666,20.0
1,0,0,1,0.26666666666666666,2.1
6,0,1,0,0.2903225806451613,16.3
4,1,0,0,0.2857142857142857,12.9
1,1,1,0,0.3225806451612903,4.3
6,0,1,0,0.3225806451612903,14.9
2,0,0,0,0.3333333333333333,6.8
1,0,1,0,0.26666666666666666,5.6
6,0,0,0,0.3333333333333333,15.3
3,1,1,0,0.3225806451612903,9.3
5,0,0,0,0.25806451612903225,12.3
5,0,0,0,0.25806451612903225,13.5
5,0,1,0,0.3,11.5
1,0,0,0,0.3333333333333333,3.5
5,1,0,1,0.25806451612903225,17.7
3,0,0,0,0.25806451612903225,7.5
5,0,0,0,0.25806451612903225,12.9
1,0,0,1,0.26666666666666666,2.8
5,1,0,0,0.25806451612903225,18.7
6,1,0,0,0.25806451612903225,20.0
3,1,0,1,0.25806451612903225,9.8
4,1,0,0,0.25806451612903225,16.6
2,0,1,0,0.3225806451612903,6.8
1,0,1,0,0.2903225806451613,3.5
4,0,0,0,0.3333333333333333,11.3
4,0,0,1,0.25806451612903225,8.8
1,1,0,0,0.25806451612903225,3.2
4,1,0,0,0.3333333333333333,11.6
1,0,1,0,0.3,1.7
6,0,0,1,0.26666666666666666,17.0
1,0,1,0,0.26666666666666666,3.8
5,1,0,1,0.25806451612903225,17.7
6,1,0,1,0.3225806451612903,20.0
2,1,1,0,0.2903225806451613,10.5
1,1,1,0,0.2903225806451613,3.7
4,0,1,0,0.26666666666666666,11.4
4,1,0,0,0.25806451612903225,13.4
4,1,1,0,0.3225806451612903,13.4
5,1,1,0,0.2903225806451613,17.9
1,1,0,1,0.3225806451612903,3.3
3,1,0,0,0.25806451612903225,8.6
1,1,1,0,0.3,3.6
2,0,0,0,0.2857142857142857,5.8
2,1,0,1,0.25806451612903225,6.9
4,0,1,0,0.3225806451612903,10.2
6,0,1,0,0.3225806451612903,14.2
4,0,0,1,0.25806451612903225,9.7
1,1,0,1,0.25806451612903225,4.8
4,0,0,0,0.2857142857142857,10.2
2,0,1,0,0.26666666666666666,3.7
5,0,1,0,0.2903225806451613,12.8
5,0,0,1,0.25806451612903225,13.2
6,1,0,0,0.25806451612903225,20.0
2,1,0,1,0.26666666666666666,4.8
3,1,0,1,0.3225806451612903,12.0
1,1,0,0,0.25806451612903225,1.7
5,0,0,0,0.3333333333333333,8.6
3,1,1,0,0.2903225806451613,11.9
3,1,1,0,0.3,8.0
3,0,0,1,0.25806451612903225,7.3
6,1,0,0,0.2857142857142857,20.0
3,0,0,1,0.25806451612903225,6.7
4,0,0,0,0.2857142857142857,10.1
4,1,1,0,0.3225806451612903,17.5
2,1,0,1,0.26666666666666666,8.1
6,0,0,0,0.3333333333333333,16.2
6,1,1,0,0.26666666666666666,20.0
6,0,0,1,0.25806451612903225,13.0
4,0,0,1,0.26666666666666666,9.4
5,1,0,1,0.25806451612903225,17.2
3,0,1,0,0.2903225806451613,7.0
3,1,0,0,0.25806451612903225,9.3
2,0,1,0,0.3225806451612903,6.0
3,1,0,1,0.26666666666666666,9.5
1,0,1,0,0.2903225806451613,0.5
4,1,1,0,0.3,15.0
6,1,0,0,0.25806451612903225,18.5
3,1,0,1,0.25806451612903225,9.0
4,1,0,1,0.25806451612903225,9.6
3,1,0,1,0.25806451612903225,11.4
1,0,1,0,0.3225806451612903,2.9
2,0,0,1,0.3225806451612903,5.4
5,0,1,0,0.2903225806451613,12.9
5,1,0,0,0.25806451612903225,18.6
3,1,0,1,0.25806451612903225,11.0
4,0,0,0,0.3333333333333333,8.8
5,0,0,1,0.3225806451612903,12.9
5,0,0,0,0.25806451612903225,12.3
1,1,0,1,0.3225806451612903,4.1
2,0,0,0,0.25806451612903225,4.8
5,0,0,1,0.25806451612903225,10.5
4,1,1,0,0.3225806451612903,15.1
2,0,0,1,0.25806451612903225,7.0
1,0,0,1,0.26666666666666666,3.2
2,0,0,0,0.3333333333333333,2.8
5,0,0,0,0.2857142857142857,13.4
2,1,0,1,0.25806451612903225,8.1
5,1,0,0,0.25806451612903225,19.8
4,1,0,0,0.2857142857142857,15.8
3,0,1,0,0.3225806451612903,6.8
6,0,0,1,0.25806451612903225,12.9
1,1,0,0,0.3333333333333333,2.3
3,1,0,1,0.3225806451612903,9.8
4,0,0,1,0.25806451612903225,8.5
3,1,0,0,0.25806451612903225,8.2
5,0,0,1,0.3225806451612903,12.9
5,1,0,1,0.25806451612903225,17.5
3,1,0,0,0.25806451612903225,9.8
1,0,0,1,0.25806451612903225,3.1
1,0,0,0,0.25806451612903225,4.0
2,1,1,0,0.2903225806451613,8.6
6,1,0,0,0.25806451612903225,19.9
3,0,0,0,0.25806451612903225,7.9
3,1,1,0,0.3,10.2
6,0,1,0,0.26666666666666666,17.0
1,0,0,1,0.25806451612903225,1.9
6,0,0,0,0.25806451612903225,12.2
3,1,0,1,0.25806451612903225,13.2
6,0,1,0,0.26666666666666666,17.8
1,0,0,0,0.25806451612903225,0.8
1,0,0,0,0.3333333333333333,2.4
6,0,0,1,0.25806451612903225,12.5
1,1,0,0,0.25806451612903225,4.3
4,1,1,0,0.2903225806451613,12.3
5,1,0,1,0.3225806451612903,17.7
3,0,1,0,0.3225806451612903,6.8
3,0,0,0,0.25806451612903225,5.6
6,0,1,0,0.26666666666666666,15.0
3,1,0,1,0.25806451612903225,11.7
2,0,0,1,0.25806451612903225,2.2
3,1,0,1,0.26666666666666666,12.7
5,0,0,0,0.2857142857142857,12.1
4,0,1,0,0.3,9.6
4,0,0,1,0.25806451612903225,10.3
6,1,0,0,0.3333333333333333,20.0
1,0,0,1,0.26666666666666666,0.5
2,0,0,1,0.26666666666666666,4.2
6,1,0,0,0.2857142857142857,20.0
6,0,0,0,0.25806451612903225,14.8
3,1,1,0,0.26666666666666666,10.3
4,0,0,1,0.26666666666666666,10.8
5,0,0,0,0.3333333333333333,10.6
5,0,1,0,0.3225806451612903,13.4
4,1,1,0,0.2903225806451613,15.7
3,0,0,0,0.25806451612903225,4.5
2,0,0,1,0.26666666666666666,5.0
4,1,0,0,0.2857142857142857,16.7
6,0,0,1,0.25806451612903225,15.6
3,0,1,0,0.3225806451612903,7.3
1,0,0,0,0.25806451612903225,4.8
4,1,1,0,0.2903225806451613,11.5
6,1,0,1,0.25806451612903225,20.0
4,1,0,0,0.3333333333333333,12.2
2,1,0,0,0.3333333333333333,8.4
3,1,0,1,0.25806451612903225,10.3
1,0,1,0,0.26666666666666666,2.7
2,1,0,1,0.3225806451612903,5.8
2,0,0,1,0.3225806451612903,5.3
3,0,0,0,0.25806451612903225,7.8
4,1,0,1,0.3225806451612903,18.5
2,1,0,1,0.25806451612903225,7.7
1,1,0,1,0.3225806451612903,2.6
4,1,1,0,0.26666666666666666,13.1
6,0,0,1,0.25806451612903225,14.2
5,1,0,1,0.3225806451612903,16.1
4,0,0,0,0.3333333333333333,10.0
4,1,0,0,0.25806451612903225,13.7
6,1,1,0,0.3225806451612903,20.0
2,1,0,0,0.25806451612903225,4.5
4,0,1,0,0.2903225806451613,9.5
2,1,0,1,0.25806451612903225,11.5
6,0,0,0,0.25806451612903225,13.5
3,1,0,0,0.3333333333333333,11.0
3,0,0,0,0.25806451612903225,8.2
1,1,0,1,0.25806451612903225,5.7
2,0,0,1,0.25806451612903225,4.8
2,0,0,1,0.3225806451612903,6.1
3,0,0,1,0.3225806451612903,3.3
1,0,0,1,0.25806451612903225,2.7
2,0,1,0,0.26666666666666666,5.9
5,0,0,1,0.25806451612903225,14.0
3,1,0,1,0.3225806451612903,14.0
5,0,1,0,0.3225806451612903,13.1
5,0,0,1,0.25806451612903225,13.7
6,1,0,0,0.3333333333333333,20.0
1,0,0,1,0.3225806451612903,1.6
3,1,0,0,0.25806451612903225,12.0
6,1,0,0,0.3333333333333333,20.0
3,1,0,1,0.26666666666666666,11.0
6,1,0,0,0.3333333333333333,20.0
4,0,0,0,0.25806451612903225,10.6
3,1,1,0,0.26666666666666666,12.9
3,0,1,0,0.26666666666666666,7.2
2,1,0,0,0.3333333333333333,5.6
5,0,1,0,0.2903225806451613,12.1
5,0,0,1,0.3225806451612903,13.4
5,1,0,1,0.25806451612903225,16.8
4,0,0,0,0.3333333333333333,10.7
4,0,0,0,0.25806451612903225,8.7
4,0,0,0,0.25806451612903225,11.9
3,1,0,0,0.2857142857142857,11.2
5,1,1,0,0.26666666666666666,16.5
1,0,0,0,0.25806451612903225,0.5
5,1,1,0,0.2903225806451613,17.4
1,0,1,0,0.3,3.4
3,0,0,0,0.3333333333333333,6.8
1,1,1,0,0.3225806451612903,4.4
3,0,1,0,0.3,8.6
2,1,0,1,0.25806451612903225,9.2
3,0,0,1,0.3225806451612903,10.1
4,0,0,1,0.25806451612903225,9.7
4,0,0,0,0.25806451612903225,12.0
6,1,1,0,0.26666666666666666,20.0
1,1,1,0,0.26666666666666666,3.2
4,0,0,1,0.26666666666666666,8.9
2,1,0,0,0.2857142857142857,7.5
2,0,1,0,0.2903225806451613,2.7
5,0,0,0,0.2857142857142857,11.9
3,1,0,0,0.25806451612903225,10.8
5,1,0,0,0.25806451612903225,16.9
2,1,1,0,0.3,10.5
4,1,0,1,0.25806451612903225,14.9
4,0,1,0,0.2903225806451613,9.5
1,1,0,0,0.25806451612903225,6.1
1,0,0,0,0.3333333333333333,1.5
6,1,0,0,0.3333333333333333,18.7
1,0,1,0,0.3,0.5
2,1,1,0,0.2903225806451613,7.6
2,1,1,0,0.3,7.9
2,0,0,1,0.26666666666666666,6.4
5,0,0,1,0.26666666666666666,13.4
4,0,1,0,0.2903225806451613,10.2
3,0,0,1,0.3225806451612903,4.9
1,1,1,0,0.2903225806451613,3.7
4,1,0,0,0.3333333333333333,15.4
5,0,0,1,0.25806451612903225,13.3
4,0,1,0,0.2903225806451613,9.5
1,1,1,0,0.2903225806451613,6.1
4,0,0,1,0.3225806451612903,9.3
1,1,0,1,0.26666666666666666,2.1
4,1,1,0,0.3225806451612903,15.2
4,1,1,0,0.3225806451612903,14.9
6,1,1,0,0.3225806451612903,20.0
5,1,1,0,0.26666666666666666,18.8
5,0,0,0,0.25806451612903225,13.5
3,0,1,0,0.3225806451612903,6.5
3,1,1,0,0.2903225806451613,9.9
3,0,0,0,0.25806451612903225,6.6
6,1,0,1,0.3225806451612903,20.0
3,1,0,0,0.3333333333333333,11.2
5,0,0,0,0.3333333333333333,15.9
2,0,0,0,0.3333333333333333,3.9
1,0,0,0,0.25806451612903225,5.0
4,1,0,1,0.25806451612903225,13.1
2,0,1,0,0.2903225806451613,4.5
3,1,0,0,0.25806451612903225,10.7
6,1,0,1,0.26666666666666666,20.0
1,0,0,0,0.2857142857142857,4.3
6,0,0,0,0.25806451612903225,16.7
4,1,0,0,0.25806451612903225,13.1
4,0,1,0,0.3,10.1
1,0,0,1,0.25806451612903225,2.0
2,1,1,0,0.2903225806451613,8.4
2,1,0,1,0.25806451612903225,7.8
4,1,0,1,0.25806451612903225,14.1
3,0,0,0,0.25806451612903225,7.1
3,0,0,1,0.3225806451612903,5.8
3,1,1,0,0.3,13.2
5,0,1,0,0.26666666666666666,12.1
1,1,0,0,0.25806451612903225,2.0
2,0,0,0,0.3333333333333333,4.0
3,0,1,0,0.3,6.9
2,1,0,0,0.25806451612903225,11.7
6,0,0,1,0.25806451612903225,17.5
4,1,0,0,0.25806451612903225,17.9
6,0,0,1,0.3225806451612903,16.4
2,0,1,0,0.26666666666666666,3.6
1,0,0,1,0.25806451612903225,3.7
3,0,0,0,0.2857142857142857,8.5
2,0,0,1,0.25806451612903225,5.1
4,0,0,0,0.25806451612903225,11.7
2,0,0,0,0.25806451612903225,7.1
1,0,0,1,0.26666666666666666,2.4
1,1,1,0,0.2903225806451613,3.3
6,1,0,0,0.3333333333333333,20.0
1,1,1,0,0.26666666666666666,2.5
1,1,1,0,0.3225806451612903,4.8
1,0,1,0,0.3225806451612903,2.1
1,1,0,0,0.3333333333333333,3.8
6,0,0,1,0.25806451612903225,16.8
4,1,0,1,0.25806451612903225,13.0
4,1,0,1,0.25806451612903225,14.0
3,1,1,0,0.3225806451612903,11.4
5,0,0,0,0.25806451612903225,10.8
5,1,1,0,0.3225806451612903,18.9
1,1,0,0,0.2857142857142857,4.1
2,0,0,1,0.25806451612903225,2.1
1,0,1,0,0.3225806451612903,5.5
6,1,0,1,0.25806451612903225,20.0
6,1,1,0,0.26666666666666666,20.0
1,1,1,0,0.2903225806451613,5.4
1,0,1,0,0.26666666666666666,1.8
3,1,1,0,0.3,12.9
6,0,1,0,0.26666666666666666,13.5
4,0,0,0,0.3333333333333333,12.4
1,0,1,0,0.3,3.9
5,1,1,0,0.3225806451612903,15.9
1,0,0,1,0.26666666666666666,2.5
3,1,0,1,0.3225806451612903,9.6
5,0,1,0,0.3225806451612903,10.7
4,1,0,1,0.26666666666666666,11.8
2,1,1,0,0.2903225806451613,11.3
5,1,1,0,0.2903225806451613,17.4
4,0,0,0,0.2857142857142857,9.5
2,1,0,1,0.25806451612903225,6.8
1,0,0,0,0.3333333333333333,1.8
3,1,0,1,0.25806451612903225,10.0
2,0,1,0,0.3225806451612903,5.0
2,0,0,0,0.3333333333333333,6.2
1,1,0,0,0.3333333333333333,5.1
1,1,0,1,0.3225806451612903,3.7
3,1,0,0,0.25806451612903225,9.5
1,0,1,0,0.3,0.5
3,1,0,0,0.25806451612903225,12.5
4,0,0,1,0.25806451612903225,11.7
5,1,1,0,0.2903225806451613,20.0
5,0,0,0,0.25806451612903225,14.0
5,1,1,0,0.2903225806451613,16.8
3,0,0,1,0.3225806451612903,8.8
1,0,0,1,0.25806451612903225,2.5
6,0,0,1,0.26666666666666666,13.6
1,0,1,0,0.26666666666666666,4.1
2,1,0,0,0.2857142857142857,7.8
4,0,1,0,0.2903225806451613,10.4
6,1,1,0,0.2903225806451613,20.0
1,1,0,0,0.25806451612903225,5.5
1,0,0,0,0.25806451612903225,2.0
4,1,0,0,0.25806451612903225,16.8
2,0,1,0,0.2903225806451613,6.3
3,0,0,1,0.25806451612903225,7.7
5,1,1,0,0.26666666666666666,16.2
5,0,0,0,0.3333333333333333,13.8
5,1,1,0,0.3225806451612903,18.9
2,0,1,0,0.3225806451612903,4.9
1,0,1,0,0.26666666666666666,4.9
6,1,0,0,0.2857142857142857,20.0
5,0,0,0,0.25806451612903225,13.8
3,0,0,0,0.25806451612903225,6.3
2,1,1,0,0.3,6.4
4,1,0,1,0.25806451612903225,15.3
1,1,1,0,0.3225806451612903,4.6
1,0,0,1,0.25806451612903225,1.0
1,0,0,1,0.3225806451612903,2.1
4,1,0,0,0.2857142857142857,13.4
6,1,0,0,0.3333333333333333,19.3
6,1,0,1,0.3225806451612903,20.0
5,0,1,0,0.26666666666666666,11.8
5,1,0,0,0.25806451612903225,19.0
1,0,0,1,0.25806451612903225,2.7
3,0,0,1,0.25806451612903225,7.1
5,1,0,1,0.26666666666666666,18.6
4,1,0,0,0.25806451612903225,14.7
5,1,1,0,0.2903225806451613,19.2
3,1,0,0,0.25806451612903225,10.9
4,0,0,1,0.3225806451612903,8.4
5,0,0,0,0.2857142857142857,13.3
6,1,1,0,0.3,20.0
1,1,0,0,0.3333333333333333,4.9
6,1,0,1,0.25806451612903225,20.0
6,0,0,1,0.25806451612903225,12.8
3,0,1,0,0.26666666666666666,5.8
1,1,1,0,0.2903225806451613,2.7
4,0,1,0,0.3225806451612903,10.6
5,0,0,1,0.26666666666666666,14.4
6,1,0,1,0.25806451612903225,19.4
2,1,0,1,0.26666666666666666,9.0
6,1,1,0,0.2903225806451613,20.0
1,0,0,0,0.2857142857142857,1.6
4,1,1,0,0.26666666666666666,15.0
4,1,0,0,0.25806451612903225,14.8
3,0,0,1,0.3225806451612903,8.3
1,0,0,0,0.25806451612903225,3.4
4,1,0,0,0.3333333333333333,15.1
3,1,1,0,0.3,12.0
4,0,0,0,0.3333333333333333,9.7
2,1,0,1,0.3225806451612903,5.9
4,0,0,0,0.2857142857142857,9.6
4,0,0,0,0.3333333333333333,11.6
1,1,1,0,0.26666666666666666,2.6
6,0,0,1,0.26666666666666666,14.3
6,0,0,0,0.3333333333333333,18.3
6,1,0,1,0.25806451612903225,20.0
3,1,0,1,0.3225806451612903,11.7
3,0,1,0,0.3,7.9
4,1,0,1,0.25806451612903225,14.3
3,1,0,1,0.25806451612903225,9.2
4,0,0,1,0.25806451612903225,9.4
2,0,0,0,0.25806451612903225,5.1
5,1,0,1,0.25806451612903225,15.4
1,0,1,0,0.2903225806451613,2.6
3,1,0,1,0.26666666666666666,13.3
2,0,1,0,0.26666666666666666,3.9
4,1,0,0,0.2857142857142857,13.5
1,0,1,0,0.3,0.5
3,1,0,1,0.3225806451612903,10.3
6,0,0,0,0.25806451612903225,16.8
1,1,0,0,0.25806451612903225,6.2
4,1,1,0,0.26666666666666666,14.1
6,0,0,1,0.26666666666666666,18.4
3,1,1,0,0.2903225806451613,10.4
4,1,1,0,0.2903225806451613,16.3
1,0,0,1,0.26666666666666666,1.3
4,1,1,0,0.3225806451612903,13.9
4,1,0,0,0.2857142857142857,13.7
5,1,0,0,0.25806451612903225,20.0
6,1,1,0,0.3,20.0
3,0,1,0,0.2903225806451613,10.0
5,0,0,0,0.3333333333333333,10.3
2,0,1,0,0.26666666666666666,4.5
3,1,1,0,0.26666666666666666,10.2
5,0,0,1,0.25806451612903225,10.0
6,1,1,0,0.3225806451612903,20.0
2,0,0,1,0.25806451612903225,4.9
4,0,1,0,0.2903225806451613,10.0
1,1,0,0,0.3333333333333333,4.4
3,0,1,0,0.26666666666666666,6.0
5,1,0,0,0.2857142857142857,20.0
3,0,1,0,0.26666666666666666,8.4
6,1,1,0,0.2903225806451613,20.0
3,1,1,0,0.3,11.0
4,1,0,1,0.25806451612903225,13.0
1,1,0,1,0.25806451612903225,6.3
4,0,0,1,0.3225806451612903,8.1
3,0,0,1,0.25806451612903225,6.5
3,0,0,1,0.25806451612903225,4.9
2,0,1,0,0.3225806451612903,4.5
